user_id,age,gender,occupation,smoking_status,pet_status,sleep_schedule,cleanliness,budget_min,budget_max,roommate_gender_pref,pref_smoking
2748,28,FEMALE,Student,NON_SMOKER,HAS_PETS,NIGHT_OWL,4,1597,2666,MALE,ALLOWED
2749,26,FEMALE,Freelancer,NON_SMOKER,HAS_PETS,NIGHT_OWL,2,3778,6307,MALE,NOT_ALLOWED
2750,29,FEMALE,Designer,SMOKER,HAS_PETS,EARLY_BIRD,4,2547,4534,MALE,ALLOWED
2751,18,FEMALE,Student,SMOKER,NO_PETS,EARLY_BIRD,3,3486,4620,MALE,NOT_ALLOWED
2752,27,FEMALE,Freelancer,NON_SMOKER,HAS_PETS,EARLY_BIRD,1,1650,2150,FEMALE,NOT_ALLOWED
2753,32,FEMALE,Doctor,SMOKER,HAS_PETS,EARLY_BIRD,4,3559,4399,MALE,NOT_ALLOWED
2754,21,FEMALE,Teacher,NON_SMOKER,NO_PETS,EARLY_BIRD,2,2983,4539,FEMALE,ALLOWED
2755,19,FEMALE,Designer,NON_SMOKER,NO_PETS,NIGHT_OWL,4,3037,4367,FEMALE,NOT_ALLOWED
2756,19,MALE,Designer,NON_SMOKER,NO_PETS,EARLY_BIRD,5,3192,5142,MALE,NOT_ALLOWED
2757,21,MALE,Engineer,NON_SMOKER,NO_PETS,NIGHT_OWL,1,2028,4819,FEMALE,ALLOWED
2758,30,FEMALE,Freelancer,SMOKER,NO_PETS,NIGHT_OWL,4,1994,3288,FEMALE,NOT_ALLOWED
2759,30,MALE,Designer,SMOKER,NO_PETS,NIGHT_OWL,2,2601,5196,ANY,ALLOWED
2760,22,MALE,Teacher,NON_SMOKER,HAS_PETS,EARLY_BIRD,5,3102,5789,ANY,NOT_ALLOWED
2761,35,MALE,Designer,SMOKER,HAS_PETS,NIGHT_OWL,3,2695,3593,FEMALE,NOT_ALLOWED
2762,23,FEMALE,Teacher,NON_SMOKER,NO_PETS,EARLY_BIRD,3,2219,3479,MALE,ALLOWED
2763,31,MALE,Engineer,NON_SMOKER,NO_PETS,EARLY_BIRD,1,2698,3693,FEMALE,ALLOWED
2764,26,MALE,Engineer,SMOKER,NO_PETS,EARLY_BIRD,2,1525,2663,ANY,ALLOWED
2765,21,MALE,Teacher,NON_SMOKER,NO_PETS,NIGHT_OWL,1,3724,5846,FEMALE,NOT_ALLOWED
2766,29,FEMALE,Student,NON_SMOKER,NO_PETS,EARLY_BIRD,1,1738,4578,MALE,NOT_ALLOWED
2767,30,FEMALE,Teacher,NON_SMOKER,NO_PETS,EARLY_BIRD,5,3248,5076,MALE,ALLOWED
2768,19,MALE,Teacher,NON_SMOKER,HAS_PETS,NIGHT_OWL,2,3558,4196,MALE,NOT_ALLOWED
2769,26,FEMALE,Teacher,SMOKER,HAS_PETS,NIGHT_OWL,1,3766,6371,MALE,NOT_ALLOWED
2770,20,FEMALE,Student,SMOKER,HAS_PETS,NIGHT_OWL,3,3249,4956,MALE,NOT_ALLOWED
2771,18,FEMALE,Designer,NON_SMOKER,NO_PETS,EARLY_BIRD,2,3307,3878,MALE,NOT_ALLOWED
2772,19,MALE,Doctor,NON_SMOKER,HAS_PETS,EARLY_BIRD,3,2367,4176,ANY,ALLOWED
2773,20,FEMALE,Freelancer,NON_SMOKER,HAS_PETS,EARLY_BIRD,4,3334,5440,MALE,NOT_ALLOWED
2774,24,MALE,Engineer,NON_SMOKER,NO_PETS,NIGHT_OWL,1,3005,4090,ANY,ALLOWED
2775,21,MALE,Designer,NON_SMOKER,HAS_PETS,NIGHT_OWL,2,1516,2776,ANY,NOT_ALLOWED
2776,31,MALE,Doctor,NON_SMOKER,NO_PETS,EARLY_BIRD,3,2058,2993,ANY,ALLOWED
2777,35,FEMALE,Engineer,SMOKER,HAS_PETS,NIGHT_OWL,5,3326,5945,ANY,NOT_ALLOWED
2778,27,MALE,Doctor,SMOKER,HAS_PETS,EARLY_BIRD,3,3269,4231,ANY,ALLOWED
2779,29,FEMALE,Teacher,NON_SMOKER,NO_PETS,NIGHT_OWL,4,2976,4529,FEMALE,ALLOWED
2780,28,FEMALE,Student,SMOKER,NO_PETS,EARLY_BIRD,2,2529,4642,MALE,NOT_ALLOWED
2781,20,FEMALE,Student,NON_SMOKER,NO_PETS,EARLY_BIRD,5,2345,3045,FEMALE,NOT_ALLOWED
2782,22,MALE,Teacher,SMOKER,HAS_PETS,EARLY_BIRD,1,2396,4624,ANY,NOT_ALLOWED
2783,22,MALE,Freelancer,SMOKER,HAS_PETS,EARLY_BIRD,3,3060,6026,MALE,NOT_ALLOWED
2784,24,FEMALE,Engineer,SMOKER,HAS_PETS,EARLY_BIRD,3,1789,3873,ANY,NOT_ALLOWED
2785,32,MALE,Student,NON_SMOKER,HAS_PETS,EARLY_BIRD,2,3596,4766,ANY,ALLOWED
2786,22,MALE,Student,NON_SMOKER,HAS_PETS,NIGHT_OWL,2,3939,6665,FEMALE,NOT_ALLOWED
2787,27,FEMALE,Freelancer,NON_SMOKER,NO_PETS,EARLY_BIRD,4,3270,6052,ANY,NOT_ALLOWED
2788,27,FEMALE,Engineer,SMOKER,HAS_PETS,EARLY_BIRD,5,2539,3800,MALE,NOT_ALLOWED
2789,33,MALE,Doctor,NON_SMOKER,HAS_PETS,EARLY_BIRD,1,2038,2664,FEMALE,NOT_ALLOWED
2790,32,MALE,Student,SMOKER,HAS_PETS,NIGHT_OWL,1,2399,4975,ANY,NOT_ALLOWED
2791,26,FEMALE,Designer,SMOKER,HAS_PETS,NIGHT_OWL,1,2017,3290,ANY,ALLOWED
2792,20,FEMALE,Engineer,NON_SMOKER,HAS_PETS,EARLY_BIRD,5,1713,2708,FEMALE,NOT_ALLOWED
2793,18,MALE,Engineer,NON_SMOKER,NO_PETS,EARLY_BIRD,1,3517,5343,ANY,ALLOWED
2794,24,MALE,Engineer,NON_SMOKER,NO_PETS,NIGHT_OWL,5,3270,4946,FEMALE,NOT_ALLOWED
2795,19,MALE,Teacher,NON_SMOKER,HAS_PETS,NIGHT_OWL,3,2054,4142,FEMALE,ALLOWED
2796,19,FEMALE,Teacher,NON_SMOKER,NO_PETS,NIGHT_OWL,4,3752,4390,MALE,NOT_ALLOWED
2797,23,FEMALE,Teacher,SMOKER,NO_PETS,EARLY_BIRD,5,3502,4083,MALE,NOT_ALLOWED
2798,27,MALE,Engineer,NON_SMOKER,HAS_PETS,NIGHT_OWL,3,2751,3305,ANY,NOT_ALLOWED
2799,27,FEMALE,Designer,NON_SMOKER,HAS_PETS,NIGHT_OWL,5,3963,6619,MALE,NOT_ALLOWED
2800,28,MALE,Student,NON_SMOKER,HAS_PETS,NIGHT_OWL,1,3766,6663,FEMALE,NOT_ALLOWED
2801,26,MALE,Designer,SMOKER,NO_PETS,NIGHT_OWL,5,1927,3756,FEMALE,NOT_ALLOWED
2802,30,FEMALE,Teacher,NON_SMOKER,NO_PETS,NIGHT_OWL,5,2778,3618,FEMALE,ALLOWED
2803,31,FEMALE,Student,NON_SMOKER,HAS_PETS,NIGHT_OWL,5,3919,6066,FEMALE,NOT_ALLOWED
2804,26,FEMALE,Doctor,NON_SMOKER,NO_PETS,NIGHT_OWL,2,1740,2608,ANY,NOT_ALLOWED
2805,34,FEMALE,Doctor,SMOKER,NO_PETS,NIGHT_OWL,1,2010,4582,MALE,NOT_ALLOWED
2806,24,MALE,Student,NON_SMOKER,HAS_PETS,EARLY_BIRD,1,2025,4177,FEMALE,ALLOWED
2807,35,FEMALE,Engineer,SMOKER,NO_PETS,NIGHT_OWL,1,3360,4765,ANY,NOT_ALLOWED
2808,32,FEMALE,Freelancer,SMOKER,NO_PETS,EARLY_BIRD,3,1896,3859,MALE,NOT_ALLOWED
2809,35,MALE,Engineer,NON_SMOKER,HAS_PETS,EARLY_BIRD,1,2566,3982,FEMALE,ALLOWED
2810,32,FEMALE,Teacher,SMOKER,HAS_PETS,NIGHT_OWL,4,2693,3211,FEMALE,ALLOWED
2811,25,FEMALE,Teacher,NON_SMOKER,NO_PETS,NIGHT_OWL,5,3870,5504,ANY,ALLOWED
2812,35,MALE,Doctor,NON_SMOKER,HAS_PETS,EARLY_BIRD,5,2508,5455,FEMALE,NOT_ALLOWED
2813,27,FEMALE,Designer,NON_SMOKER,NO_PETS,NIGHT_OWL,1,2639,4427,ANY,NOT_ALLOWED
2814,24,FEMALE,Freelancer,SMOKER,HAS_PETS,NIGHT_OWL,3,1542,4305,FEMALE,NOT_ALLOWED
2815,25,FEMALE,Teacher,NON_SMOKER,NO_PETS,NIGHT_OWL,4,3195,6174,ANY,ALLOWED
2816,28,FEMALE,Freelancer,SMOKER,NO_PETS,EARLY_BIRD,1,2667,3578,FEMALE,NOT_ALLOWED
2817,19,FEMALE,Engineer,NON_SMOKER,HAS_PETS,NIGHT_OWL,2,1559,3877,MALE,NOT_ALLOWED
2818,35,FEMALE,Doctor,NON_SMOKER,HAS_PETS,NIGHT_OWL,2,2749,4246,ANY,NOT_ALLOWED
2819,22,MALE,Engineer,NON_SMOKER,HAS_PETS,EARLY_BIRD,3,3053,6011,MALE,NOT_ALLOWED
2820,35,FEMALE,Freelancer,SMOKER,NO_PETS,NIGHT_OWL,5,2388,3984,MALE,ALLOWED
2821,23,MALE,Designer,NON_SMOKER,HAS_PETS,EARLY_BIRD,1,2806,3540,ANY,NOT_ALLOWED
2822,23,MALE,Engineer,SMOKER,HAS_PETS,NIGHT_OWL,4,2944,5092,ANY,NOT_ALLOWED
2823,25,MALE,Doctor,NON_SMOKER,NO_PETS,NIGHT_OWL,4,2775,5294,ANY,NOT_ALLOWED
2824,29,FEMALE,Teacher,NON_SMOKER,NO_PETS,NIGHT_OWL,2,2811,3682,ANY,NOT_ALLOWED
2825,35,FEMALE,Doctor,SMOKER,NO_PETS,NIGHT_OWL,1,1544,2104,ANY,NOT_ALLOWED
2826,18,MALE,Engineer,SMOKER,HAS_PETS,EARLY_BIRD,2,2787,3563,MALE,ALLOWED
2827,34,FEMALE,Engineer,NON_SMOKER,HAS_PETS,NIGHT_OWL,3,3414,4562,FEMALE,ALLOWED
2828,33,FEMALE,Student,NON_SMOKER,HAS_PETS,NIGHT_OWL,1,2860,3511,FEMALE,NOT_ALLOWED
2829,25,MALE,Freelancer,NON_SMOKER,NO_PETS,EARLY_BIRD,5,3933,4562,FEMALE,NOT_ALLOWED
2830,19,FEMALE,Doctor,SMOKER,HAS_PETS,NIGHT_OWL,1,3533,5251,MALE,NOT_ALLOWED
2831,25,FEMALE,Teacher,SMOKER,HAS_PETS,NIGHT_OWL,5,2831,4564,FEMALE,ALLOWED
2832,25,MALE,Designer,NON_SMOKER,HAS_PETS,NIGHT_OWL,2,2925,4998,MALE,NOT_ALLOWED
2833,31,FEMALE,Designer,NON_SMOKER,NO_PETS,EARLY_BIRD,2,2937,5834,FEMALE,NOT_ALLOWED
2834,34,FEMALE,Student,NON_SMOKER,NO_PETS,EARLY_BIRD,4,3813,5496,ANY,ALLOWED
2835,22,FEMALE,Doctor,NON_SMOKER,NO_PETS,EARLY_BIRD,1,2620,4693,FEMALE,NOT_ALLOWED
2836,18,FEMALE,Teacher,NON_SMOKER,HAS_PETS,EARLY_BIRD,4,3643,4965,FEMALE,ALLOWED
2837,21,MALE,Student,SMOKER,NO_PETS,EARLY_BIRD,2,2581,5360,ANY,NOT_ALLOWED
2838,35,FEMALE,Doctor,SMOKER,NO_PETS,NIGHT_OWL,3,3972,5476,MALE,NOT_ALLOWED
2839,20,MALE,Teacher,SMOKER,HAS_PETS,EARLY_BIRD,4,3777,4716,ANY,NOT_ALLOWED
2840,19,FEMALE,Engineer,NON_SMOKER,HAS_PETS,NIGHT_OWL,2,2021,3165,FEMALE,NOT_ALLOWED
2841,30,MALE,Doctor,SMOKER,HAS_PETS,NIGHT_OWL,1,3303,5101,MALE,NOT_ALLOWED
2842,24,FEMALE,Freelancer,SMOKER,HAS_PETS,NIGHT_OWL,4,2441,3565,FEMALE,NOT_ALLOWED
2843,33,MALE,Engineer,NON_SMOKER,NO_PETS,EARLY_BIRD,3,3646,4948,MALE,ALLOWED
2844,21,MALE,Designer,SMOKER,HAS_PETS,NIGHT_OWL,2,1847,4573,FEMALE,NOT_ALLOWED
2845,24,MALE,Teacher,SMOKER,NO_PETS,NIGHT_OWL,3,3800,4643,ANY,NOT_ALLOWED
2846,22,MALE,Teacher,SMOKER,HAS_PETS,NIGHT_OWL,2,2992,5604,MALE,NOT_ALLOWED
2847,25,FEMALE,Designer,SMOKER,NO_PETS,NIGHT_OWL,5,2746,4831,MALE,NOT_ALLOWED
2848,30,MALE,Student,NON_SMOKER,HAS_PETS,EARLY_BIRD,4,2191,3560,MALE,NOT_ALLOWED
2849,21,MALE,Doctor,NON_SMOKER,NO_PETS,NIGHT_OWL,3,2269,3528,ANY,NOT_ALLOWED
2850,35,MALE,Doctor,SMOKER,HAS_PETS,NIGHT_OWL,2,2831,4308,ANY,NOT_ALLOWED
2851,24,MALE,Designer,NON_SMOKER,NO_PETS,NIGHT_OWL,5,2606,3404,FEMALE,NOT_ALLOWED
2852,28,FEMALE,Engineer,SMOKER,HAS_PETS,EARLY_BIRD,3,2776,4981,FEMALE,NOT_ALLOWED
2853,30,FEMALE,Student,SMOKER,NO_PETS,NIGHT_OWL,4,1613,2947,MALE,ALLOWED
2854,30,FEMALE,Doctor,NON_SMOKER,HAS_PETS,NIGHT_OWL,3,2953,3691,MALE,NOT_ALLOWED
2855,31,MALE,Engineer,SMOKER,NO_PETS,EARLY_BIRD,3,2776,4954,FEMALE,ALLOWED
2856,30,MALE,Doctor,NON_SMOKER,NO_PETS,EARLY_BIRD,2,3037,4579,ANY,ALLOWED
2857,35,FEMALE,Designer,NON_SMOKER,HAS_PETS,NIGHT_OWL,5,2639,5157,FEMALE,NOT_ALLOWED
2858,34,MALE,Teacher,NON_SMOKER,HAS_PETS,NIGHT_OWL,5,3229,6085,FEMALE,NOT_ALLOWED
2859,22,FEMALE,Teacher,NON_SMOKER,HAS_PETS,NIGHT_OWL,5,3259,4564,MALE,ALLOWED
2860,26,MALE,Freelancer,SMOKER,HAS_PETS,NIGHT_OWL,1,1751,3291,FEMALE,NOT_ALLOWED
2861,32,FEMALE,Doctor,SMOKER,HAS_PETS,NIGHT_OWL,1,2403,5118,ANY,ALLOWED
2862,33,MALE,Designer,SMOKER,NO_PETS,NIGHT_OWL,5,3038,3880,FEMALE,NOT_ALLOWED
2863,35,MALE,Freelancer,SMOKER,HAS_PETS,NIGHT_OWL,1,3022,3998,MALE,NOT_ALLOWED
2864,22,FEMALE,Teacher,SMOKER,NO_PETS,NIGHT_OWL,5,3678,4229,FEMALE,NOT_ALLOWED
2865,35,FEMALE,Student,NON_SMOKER,NO_PETS,NIGHT_OWL,2,3414,6384,FEMALE,NOT_ALLOWED
2866,30,MALE,Doctor,SMOKER,HAS_PETS,EARLY_BIRD,4,1584,3914,ANY,NOT_ALLOWED
2867,21,FEMALE,Freelancer,SMOKER,HAS_PETS,EARLY_BIRD,5,2519,3485,FEMALE,NOT_ALLOWED
2868,23,MALE,Student,NON_SMOKER,NO_PETS,EARLY_BIRD,2,1917,2588,ANY,ALLOWED
2869,33,FEMALE,Student,NON_SMOKER,NO_PETS,NIGHT_OWL,1,2238,4045,MALE,NOT_ALLOWED
2870,35,MALE,Student,SMOKER,NO_PETS,EARLY_BIRD,5,3029,3774,ANY,NOT_ALLOWED
2871,23,MALE,Freelancer,SMOKER,HAS_PETS,NIGHT_OWL,3,3987,5194,ANY,NOT_ALLOWED
2872,23,FEMALE,Freelancer,SMOKER,HAS_PETS,NIGHT_OWL,1,2592,4151,ANY,NOT_ALLOWED
2873,25,MALE,Engineer,NON_SMOKER,NO_PETS,NIGHT_OWL,4,3254,6219,FEMALE,NOT_ALLOWED
2874,27,MALE,Teacher,SMOKER,NO_PETS,EARLY_BIRD,1,1793,3017,ANY,NOT_ALLOWED
2875,26,MALE,Engineer,NON_SMOKER,NO_PETS,NIGHT_OWL,3,2540,4096,MALE,ALLOWED
2876,23,FEMALE,Teacher,NON_SMOKER,NO_PETS,NIGHT_OWL,3,3319,6265,FEMALE,NOT_ALLOWED
2877,31,FEMALE,Teacher,SMOKER,NO_PETS,NIGHT_OWL,3,3704,5888,FEMALE,NOT_ALLOWED
2878,35,MALE,Teacher,SMOKER,HAS_PETS,EARLY_BIRD,3,2314,3806,MALE,NOT_ALLOWED
2879,29,FEMALE,Student,SMOKER,NO_PETS,EARLY_BIRD,4,2907,4762,ANY,NOT_ALLOWED
2880,18,FEMALE,Freelancer,NON_SMOKER,NO_PETS,NIGHT_OWL,5,2156,3279,ANY,NOT_ALLOWED
2881,33,MALE,Engineer,SMOKER,NO_PETS,NIGHT_OWL,2,2333,3520,ANY,NOT_ALLOWED
2882,21,MALE,Designer,SMOKER,NO_PETS,NIGHT_OWL,5,2600,4365,ANY,NOT_ALLOWED
2883,33,MALE,Engineer,NON_SMOKER,HAS_PETS,EARLY_BIRD,3,3695,5190,ANY,NOT_ALLOWED
2884,25,MALE,Doctor,NON_SMOKER,HAS_PETS,EARLY_BIRD,5,3189,6026,MALE,NOT_ALLOWED
2885,27,MALE,Student,NON_SMOKER,HAS_PETS,EARLY_BIRD,2,2605,4771,ANY,ALLOWED
2886,34,FEMALE,Freelancer,NON_SMOKER,HAS_PETS,EARLY_BIRD,3,1780,2468,MALE,NOT_ALLOWED
2887,30,MALE,Freelancer,NON_SMOKER,NO_PETS,EARLY_BIRD,5,1890,4035,FEMALE,NOT_ALLOWED
2888,26,MALE,Freelancer,NON_SMOKER,HAS_PETS,NIGHT_OWL,4,1536,2742,MALE,NOT_ALLOWED
2889,18,MALE,Doctor,NON_SMOKER,HAS_PETS,EARLY_BIRD,1,3630,6377,MALE,ALLOWED
2890,23,FEMALE,Student,SMOKER,NO_PETS,NIGHT_OWL,5,3421,5259,FEMALE,NOT_ALLOWED
2891,30,FEMALE,Designer,NON_SMOKER,HAS_PETS,NIGHT_OWL,5,2718,4301,MALE,NOT_ALLOWED
2892,18,FEMALE,Engineer,SMOKER,HAS_PETS,EARLY_BIRD,1,3463,4506,FEMALE,NOT_ALLOWED
2893,26,MALE,Doctor,NON_SMOKER,HAS_PETS,EARLY_BIRD,3,2526,5493,FEMALE,NOT_ALLOWED
2894,24,MALE,Engineer,SMOKER,HAS_PETS,EARLY_BIRD,2,3612,6408,FEMALE,NOT_ALLOWED
2895,33,MALE,Doctor,SMOKER,NO_PETS,EARLY_BIRD,5,1666,3476,MALE,NOT_ALLOWED
2896,18,FEMALE,Teacher,SMOKER,HAS_PETS,EARLY_BIRD,3,3553,4260,ANY,ALLOWED
2897,27,MALE,Student,NON_SMOKER,HAS_PETS,EARLY_BIRD,2,2331,3843,FEMALE,NOT_ALLOWED
2898,35,FEMALE,Designer,SMOKER,NO_PETS,EARLY_BIRD,5,2251,3312,ANY,NOT_ALLOWED
2899,25,MALE,Freelancer,NON_SMOKER,HAS_PETS,NIGHT_OWL,3,3037,4415,FEMALE,ALLOWED
2900,35,FEMALE,Student,NON_SMOKER,NO_PETS,EARLY_BIRD,2,1620,3281,FEMALE,NOT_ALLOWED
2901,21,FEMALE,Student,SMOKER,NO_PETS,NIGHT_OWL,1,2771,3890,FEMALE,NOT_ALLOWED
2902,23,MALE,Student,NON_SMOKER,HAS_PETS,EARLY_BIRD,4,2145,3476,MALE,NOT_ALLOWED
2903,19,MALE,Doctor,NON_SMOKER,HAS_PETS,NIGHT_OWL,2,3900,4652,ANY,NOT_ALLOWED
2904,22,FEMALE,Freelancer,NON_SMOKER,NO_PETS,EARLY_BIRD,3,3138,3681,FEMALE,ALLOWED
2905,18,MALE,Engineer,NON_SMOKER,NO_PETS,NIGHT_OWL,3,3529,4092,FEMALE,NOT_ALLOWED
2906,35,MALE,Designer,NON_SMOKER,HAS_PETS,EARLY_BIRD,3,2373,3184,ANY,ALLOWED
2907,34,MALE,Freelancer,SMOKER,NO_PETS,NIGHT_OWL,4,3714,4524,FEMALE,ALLOWED
2908,21,MALE,Engineer,NON_SMOKER,HAS_PETS,EARLY_BIRD,3,2043,4891,FEMALE,ALLOWED
2909,32,FEMALE,Student,SMOKER,HAS_PETS,EARLY_BIRD,3,3873,5735,ANY,NOT_ALLOWED
2910,23,FEMALE,Doctor,NON_SMOKER,NO_PETS,NIGHT_OWL,2,2358,4356,MALE,ALLOWED
2911,23,MALE,Engineer,NON_SMOKER,HAS_PETS,EARLY_BIRD,3,2271,3322,MALE,NOT_ALLOWED
2912,21,MALE,Engineer,SMOKER,HAS_PETS,NIGHT_OWL,5,3431,4197,MALE,NOT_ALLOWED
2913,34,MALE,Designer,SMOKER,HAS_PETS,EARLY_BIRD,4,2460,5171,FEMALE,NOT_ALLOWED
2914,21,FEMALE,Doctor,SMOKER,NO_PETS,NIGHT_OWL,4,3470,4419,ANY,ALLOWED
2915,33,MALE,Doctor,NON_SMOKER,NO_PETS,NIGHT_OWL,3,3041,3897,FEMALE,NOT_ALLOWED
2916,27,FEMALE,Doctor,NON_SMOKER,NO_PETS,EARLY_BIRD,1,2228,3059,FEMALE,NOT_ALLOWED
2917,29,FEMALE,Student,SMOKER,NO_PETS,EARLY_BIRD,2,3700,5501,ANY,NOT_ALLOWED
2918,31,MALE,Doctor,SMOKER,HAS_PETS,EARLY_BIRD,2,2219,2864,ANY,NOT_ALLOWED
2919,24,MALE,Designer,SMOKER,HAS_PETS,NIGHT_OWL,1,1732,4451,ANY,NOT_ALLOWED
2920,32,MALE,Student,NON_SMOKER,NO_PETS,EARLY_BIRD,1,3131,5620,FEMALE,ALLOWED
2921,33,FEMALE,Freelancer,NON_SMOKER,NO_PETS,NIGHT_OWL,4,1942,4090,FEMALE,NOT_ALLOWED
2922,29,FEMALE,Freelancer,NON_SMOKER,HAS_PETS,NIGHT_OWL,3,1896,3804,MALE,NOT_ALLOWED
2923,21,FEMALE,Engineer,SMOKER,HAS_PETS,NIGHT_OWL,3,3376,5857,ANY,ALLOWED
2924,26,MALE,Engineer,NON_SMOKER,HAS_PETS,NIGHT_OWL,3,3448,6287,FEMALE,NOT_ALLOWED
2925,31,MALE,Student,SMOKER,HAS_PETS,EARLY_BIRD,5,2358,4500,ANY,NOT_ALLOWED
2926,26,MALE,Designer,NON_SMOKER,NO_PETS,NIGHT_OWL,4,2097,4562,MALE,NOT_ALLOWED
2927,27,FEMALE,Engineer,NON_SMOKER,HAS_PETS,NIGHT_OWL,5,3130,4380,MALE,NOT_ALLOWED
2928,21,MALE,Designer,SMOKER,HAS_PETS,EARLY_BIRD,1,2536,3619,FEMALE,NOT_ALLOWED
2929,29,MALE,Freelancer,NON_SMOKER,NO_PETS,EARLY_BIRD,2,2592,3817,FEMALE,NOT_ALLOWED
2930,30,FEMALE,Teacher,NON_SMOKER,NO_PETS,EARLY_BIRD,5,3259,5530,ANY,NOT_ALLOWED
2931,23,FEMALE,Engineer,SMOKER,HAS_PETS,NIGHT_OWL,1,3848,4422,MALE,ALLOWED
2932,34,MALE,Teacher,NON_SMOKER,NO_PETS,EARLY_BIRD,1,2543,3381,ANY,NOT_ALLOWED
2933,24,FEMALE,Designer,SMOKER,NO_PETS,EARLY_BIRD,5,2970,4512,ANY,ALLOWED
2934,27,MALE,Doctor,SMOKER,NO_PETS,NIGHT_OWL,4,2578,4008,ANY,ALLOWED
2935,26,FEMALE,Freelancer,SMOKER,NO_PETS,NIGHT_OWL,4,1548,3443,MALE,NOT_ALLOWED
2936,25,FEMALE,Engineer,NON_SMOKER,HAS_PETS,NIGHT_OWL,4,3186,5741,MALE,ALLOWED
2937,35,MALE,Freelancer,SMOKER,NO_PETS,EARLY_BIRD,2,1565,3222,FEMALE,NOT_ALLOWED
2938,30,MALE,Freelancer,NON_SMOKER,HAS_PETS,EARLY_BIRD,5,2072,3264,MALE,NOT_ALLOWED
2939,19,FEMALE,Designer,SMOKER,NO_PETS,EARLY_BIRD,2,2389,3443,MALE,ALLOWED
2940,35,FEMALE,Designer,NON_SMOKER,HAS_PETS,NIGHT_OWL,3,3705,5408,MALE,NOT_ALLOWED
2941,30,FEMALE,Student,SMOKER,HAS_PETS,NIGHT_OWL,5,3130,5961,MALE,NOT_ALLOWED
2942,26,FEMALE,Student,SMOKER,NO_PETS,EARLY_BIRD,2,1892,4685,MALE,ALLOWED
2943,29,MALE,Freelancer,NON_SMOKER,HAS_PETS,EARLY_BIRD,5,2634,3526,ANY,NOT_ALLOWED
2944,34,MALE,Teacher,SMOKER,NO_PETS,EARLY_BIRD,1,3823,4389,MALE,ALLOWED
2945,32,FEMALE,Engineer,NON_SMOKER,HAS_PETS,EARLY_BIRD,5,2620,5428,MALE,ALLOWED
2946,22,MALE,Freelancer,NON_SMOKER,HAS_PETS,NIGHT_OWL,4,3205,5592,MALE,NOT_ALLOWED
2947,29,FEMALE,Engineer,NON_SMOKER,NO_PETS,EARLY_BIRD,1,1647,2616,ANY,NOT_ALLOWED
2948,30,MALE,Engineer,SMOKER,NO_PETS,NIGHT_OWL,4,3698,6205,FEMALE,NOT_ALLOWED
2949,26,MALE,Teacher,NON_SMOKER,HAS_PETS,EARLY_BIRD,1,3318,4669,MALE,NOT_ALLOWED
2950,31,MALE,Doctor,NON_SMOKER,HAS_PETS,NIGHT_OWL,3,1652,4174,ANY,NOT_ALLOWED
2951,25,FEMALE,Designer,SMOKER,NO_PETS,NIGHT_OWL,1,2381,4575,ANY,ALLOWED
2952,19,MALE,Freelancer,NON_SMOKER,HAS_PETS,NIGHT_OWL,5,3343,4980,MALE,NOT_ALLOWED
2953,26,MALE,Student,SMOKER,HAS_PETS,EARLY_BIRD,2,2172,4581,MALE,NOT_ALLOWED
2954,33,FEMALE,Teacher,SMOKER,NO_PETS,EARLY_BIRD,5,2375,4470,MALE,NOT_ALLOWED
2955,22,MALE,Designer,SMOKER,HAS_PETS,EARLY_BIRD,1,1765,2917,FEMALE,NOT_ALLOWED
2956,35,FEMALE,Teacher,SMOKER,NO_PETS,EARLY_BIRD,5,3116,5871,MALE,NOT_ALLOWED
2957,33,MALE,Teacher,NON_SMOKER,HAS_PETS,NIGHT_OWL,2,3284,5355,ANY,ALLOWED
2958,32,FEMALE,Teacher,SMOKER,NO_PETS,EARLY_BIRD,3,2695,4050,FEMALE,NOT_ALLOWED
2959,32,MALE,Doctor,SMOKER,HAS_PETS,NIGHT_OWL,1,2294,4338,MALE,NOT_ALLOWED
2960,34,FEMALE,Designer,SMOKER,HAS_PETS,NIGHT_OWL,1,3560,4744,FEMALE,NOT_ALLOWED
2961,31,FEMALE,Teacher,SMOKER,HAS_PETS,EARLY_BIRD,5,3377,4795,ANY,NOT_ALLOWED
2962,18,FEMALE,Freelancer,SMOKER,HAS_PETS,EARLY_BIRD,5,2025,4582,MALE,NOT_ALLOWED
2963,22,MALE,Doctor,SMOKER,HAS_PETS,NIGHT_OWL,3,2409,3239,MALE,ALLOWED
2964,27,MALE,Engineer,NON_SMOKER,NO_PETS,NIGHT_OWL,3,3683,6335,FEMALE,NOT_ALLOWED
2965,31,FEMALE,Teacher,NON_SMOKER,HAS_PETS,NIGHT_OWL,3,2825,3387,FEMALE,ALLOWED
2966,24,FEMALE,Teacher,NON_SMOKER,NO_PETS,NIGHT_OWL,5,1802,3260,ANY,ALLOWED
2967,28,FEMALE,Teacher,NON_SMOKER,HAS_PETS,EARLY_BIRD,1,3326,5859,MALE,ALLOWED
2968,23,MALE,Student,SMOKER,HAS_PETS,NIGHT_OWL,3,2674,4030,MALE,NOT_ALLOWED
2969,26,FEMALE,Designer,NON_SMOKER,HAS_PETS,NIGHT_OWL,4,2035,4281,FEMALE,NOT_ALLOWED
2970,28,MALE,Engineer,NON_SMOKER,NO_PETS,NIGHT_OWL,1,2068,3532,MALE,NOT_ALLOWED
